"","datetime","city","country","shape"
"43612",2009-04-26,"woking (uk/england)","gb","sphere"
"81779",2011-09-01,"wolf creek (near)","us","sphere"
"10368",1989-11-15,"wolf creek drainage (n of hwy. 26)",NA,"sphere"
"59239",2008-06-30,"wolf point","us","sphere"
"60354",2008-06-07,"wolfe city","us","sphere"
"76697",2008-08-23,"wolfville (canada)","ca","sphere"
"33696",2007-03-10,"wolverhampton (uk/england)","gb","sphere"
"47600",2012-05-16,"woodbine","us","sphere"
"23826",1987-12-31,"woodbridge","us","sphere"
"62868",2013-07-14,"woodbridge","us","sphere"
"66859",2013-07-26,"woodbridge","us","sphere"
"67606",2013-07-29,"woodbridge","us","sphere"
"70998",2012-07-08,"woodbridge","us","sphere"
"34613",2001-03-13,"woodinville","us","sphere"
"88678",2007-09-08,"woodinville","us","sphere"
"25720",1998-01-27,"woodinville (north east)","us","sphere"
"6040",2000-10-30,"woodland","us","sphere"
"6041",2000-10-30,"woodland","us","sphere"
"34913",2009-03-14,"woodland","us","sphere"
"29216",2006-02-13,"woodland hills","us","sphere"
"9447",2011-11-01,"woodmere","us","sphere"
"82907",1997-09-15,"woodstock","us","sphere"
"89063",2013-09-09,"woodstock","us","sphere"
"72857",2013-08-12,"woodville","us","sphere"
"40950",1974-04-15,"wooster","us","sphere"
"45916",2012-05-10,"wooster","us","sphere"
"18855",2007-12-10,"worcester","us","sphere"
"73369",2009-08-14,"worcester","us","sphere"
"45423",2008-04-08,"wrexham (uk/england)","gb","sphere"
"55579",2003-06-18,"wyandotte","us","sphere"
"21557",2001-12-21,"wyncote","us","sphere"
"13317",2005-11-02,"wyoming","us","sphere"
"40864",2012-04-14,"wyoming","us","sphere"
"47750",2013-05-17,"wytheville","us","sphere"
"36246",2011-03-20,"yacolt","us","sphere"
"29198",2004-02-13,"yadkinville","us","sphere"
"51016",2003-05-06,"yakima","us","sphere"
"69554",2012-07-04,"yakima","us","sphere"
"70148",1999-07-06,"yakima","us","sphere"
"65088",2009-07-20,"yamhill/cove orchard",NA,"sphere"
"55572",2002-06-18,"yarmouth","us","sphere"
"65610",2012-07-02,"yarmouthport",NA,"sphere"
"27732",2012-01-06,"yellanhalli-643243 (india)",NA,"sphere"
"86960",2003-09-29,"yellowstone national park",NA,"sphere"
"87662",2013-09-03,"yoder","us","sphere"
"3318",2010-10-19,"yonkers","us","sphere"
"65028",2006-07-20,"yorba linda","us","sphere"
"34355",2003-03-12,"york","us","sphere"
"77717",2007-08-27,"york","us","sphere"
"46032",2009-05-11,"york (uk/england)","gb","sphere"
"33607",2001-03-10,"yorkshire (uk/england)","gb","sphere"
"26250",2008-12-08,"yorktown","us","sphere"
"87517",2005-09-03,"yorktown heights","us","sphere"
"10602",2006-11-15,"youngstown","us","sphere"
"45787",2001-05-10,"youngstown","us","sphere"
"70190",2002-07-06,"yreka","us","sphere"
"11142",2013-11-16,"yuba city","us","sphere"
"32793",2006-02-05,"yucaipa","us","sphere"
"75719",2011-08-20,"yucaipa","us","sphere"
"76537",2012-08-22,"yucaipa","us","sphere"
"4132",2012-10-02,"yucca valley","us","sphere"
"13109",2009-11-21,"yukon territory (location undisclosed) (canada)",NA,"sphere"
"37510",1997-03-27,"yuma","us","sphere"
"63570",2004-07-15,"yuma","us","sphere"
"33633",2003-03-10,"zaleski","us","sphere"
"60588",2012-06-08,"zanesville","us","sphere"
"11040",2006-11-16,"zapopan (mexico)",NA,"sphere"
"50737",1987-05-05,"zarafshan (uzbekistan)",NA,"sphere"
"82633",2013-09-14,"zionsville","us","sphere"
"59",1993-10-10,"zlatoust (russia)",NA,"sphere"
"41861",2010-04-18,"zutphen (netherlands)",NA,"sphere"
"85259",2003-09-22,"aarhus (denmark)",NA,"teardrop"
"18616",2008-01-20,"aberdeen",NA,"teardrop"
"68279",2007-07-03,"aberdeen (uk/scotland)","gb","teardrop"
"85989",1998-09-25,"acampo","us","teardrop"
"24437",2007-01-23,"ada","us","teardrop"
"10595",2006-11-15,"addison","us","teardrop"
"82275",2005-09-13,"adelaide  (south australia)","au","teardrop"
"55144",2001-06-16,"agawam","us","teardrop"
"62271",2013-07-12,"ajax (canada)","ca","teardrop"
"27256",2004-01-04,"albion","us","teardrop"
"42491",2009-04-21,"albuquerque","us","teardrop"
"19639",2003-12-12,"alexandria","us","teardrop"
"55436",2008-06-17,"algonquin","us","teardrop"
"80044",2008-08-07,"allen","us","teardrop"
"68548",1976-07-04,"allenspark","us","teardrop"
"11918",2012-11-19,"allentown","us","teardrop"
"69001",2009-07-04,"alvarado","us","teardrop"
"64970",2002-07-20,"anaheim","us","teardrop"
"62664",2001-07-14,"anaheim hills","us","teardrop"
"57133",2008-06-23,"anchorage","us","teardrop"
"56631",2006-06-02,"andover","us","teardrop"
"55344",1998-06-17,"annapolis","us","teardrop"
"72492",1975-08-12,"anthony","us","teardrop"
"24136",2012-12-31,"apple valley","us","teardrop"
"23854",1998-12-31,"appleton","us","teardrop"
"52655",1982-06-01,"arcola","us","teardrop"
"70914",2007-07-08,"arizona",NA,"teardrop"
"13102",2008-11-21,"arlington","us","teardrop"
"7438",2007-10-06,"arlington heights","us","teardrop"
"60197",2012-06-06,"asheville","us","teardrop"
"80435",2011-08-08,"asheville","us","teardrop"
"35535",2012-03-16,"ashville","us","teardrop"
"27205",2014-01-03,"aston",NA,"teardrop"
"77252",2008-08-25,"athens","us","teardrop"
"781",2002-10-01,"athol","us","teardrop"
"18157",1999-11-09,"atlanta","us","teardrop"
"53336",2010-06-01,"auburn","us","teardrop"
"66605",2012-07-25,"audubon","us","teardrop"
"43046",2008-04-23,"augusta","us","teardrop"
"47278",2003-05-15,"aurburn (canada)",NA,"teardrop"
"45907",2012-05-10,"austell","us","teardrop"
"3526",2003-10-20,"austin","us","teardrop"
"43436",2008-04-25,"austin","us","teardrop"
"61082",2010-07-10,"azle","us","teardrop"
"35789",2003-03-18,"baghdad (iraq)",NA,"teardrop"
"66382",1998-07-25,"baker/las vegas (between; 30 mi. ne of baker on i-5 east)",NA,"teardrop"
"27458",2001-01-05,"ballston lake","us","teardrop"
"79004",2008-08-03,"baltimore","us","teardrop"
"79005",2008-08-03,"baltimore","us","teardrop"
"51613",2011-05-09,"barnesville","us","teardrop"
"29648",2000-02-15,"barnum","us","teardrop"
"86281",2004-09-26,"batavia","us","teardrop"
"69209",2010-07-04,"battle creek","us","teardrop"
"75369",2012-08-19,"battle ground","us","teardrop"
"17605",2012-11-07,"bay city","us","teardrop"
"36334",1995-03-21,"beaver","us","teardrop"
"48262",2006-05-20,"beaver (in outskirts of)","us","teardrop"
"43453",2009-04-25,"beaver dam",NA,"teardrop"
"88318",2012-09-06,"beeton (canada)",NA,"teardrop"
"40436",2009-04-12,"beijing (china)",NA,"teardrop"
"32854",2012-02-05,"bellefonte","us","teardrop"
"75512",2000-08-20,"bellevue (capehart)","us","teardrop"
"88194",2002-09-06,"bellvue","us","teardrop"
"47035",1967-05-15,"belvedere","us","teardrop"
"16138",2010-11-04,"bensalem","us","teardrop"
"19860",2004-12-13,"benton city","us","teardrop"
"84135",2009-09-19,"bernalillo","us","teardrop"
"5923",2010-10-29,"bessemer","us","teardrop"
"20543",2003-12-16,"beverly","us","teardrop"
"17015",2006-11-06,"birmingham","us","teardrop"
"16347",1996-01-15,"birmingham (huffman/centerpoint)","us","teardrop"
"51017",2003-05-06,"birmingham (uk/england)","gb","teardrop"
"65890",1999-07-23,"bishipstone (near salisbury&#44 wilts) (uk/england)",NA,"teardrop"
"53649",1999-06-13,"bispham (blackpool) (uk/england)","gb","teardrop"
"87604",2011-09-03,"black diamond","us","teardrop"
"83313",2001-09-16,"bloomfield","us","teardrop"
"14456",1996-11-26,"bloomsburg","us","teardrop"
"31467",2011-02-23,"blue bell","us","teardrop"
"37016",1972-03-24,"boca raton","us","teardrop"
"80115",2012-08-07,"boca raton","us","teardrop"
"81074",1999-09-11,"boise","us","teardrop"
"7999",2000-10-09,"border",NA,"teardrop"
"55607",2005-06-18,"boston (north of; on flight aa96 from)","us","teardrop"
"72319",2005-08-01,"bowmanville (canada)","ca","teardrop"
"5553",2000-10-28,"brandon (county durham)(uk/england)","gb","teardrop"
"63985",2010-07-16,"brevard (near; lake toxaway)",NA,"teardrop"
"6952",2003-10-04,"brighton","us","teardrop"
"42383",1998-04-21,"broomfield","us","teardrop"
"63882",2002-07-16,"broomfield","us","teardrop"
"45281",2009-04-07,"brough&#44 east yorkshire (uk/england)",NA,"teardrop"
"58302",2011-06-28,"browns mills","us","teardrop"
"24085",2011-12-31,"brusly","us","teardrop"
"49253",2007-05-25,"budd lake","us","teardrop"
"53700",2004-06-13,"burien","us","teardrop"
"12173",2001-01-01,"burnaby (canada)","ca","teardrop"
"24648",1979-12-04,"burnley (uk/england)","gb","teardrop"
"873",2006-10-01,"bursa (turkey)",NA,"teardrop"
"58282",2010-06-28,"butler","us","teardrop"
"37896",2008-03-29,"butte","us","teardrop"
"40773",2006-04-14,"camberley (uk/england)","gb","teardrop"
"53610",2013-06-12,"cambridge (canada)","ca","teardrop"
"40803",2008-04-14,"cameron","us","teardrop"
"13051",2004-11-21,"campbell","us","teardrop"
"32337",2014-02-28,"canandaigua","us","teardrop"
"56119",2001-06-20,"canberra (australia)","au","teardrop"
"19956",2011-12-13,"canby","us","teardrop"
"54945",2006-06-15,"canon city","us","teardrop"
"38067",2006-03-30,"cape town (south africa)",NA,"teardrop"
"78981",2006-08-03,"carbondale","us","teardrop"
"34160",2007-03-01,"cardiff (uk/wales)","gb","teardrop"
"51084",2009-05-06,"cardiff (uk/wales)","gb","teardrop"
"84685",2002-09-21,"carlsbad","us","teardrop"
"36969",2012-03-23,"carmel valley","us","teardrop"
"81838",2012-09-01,"carolina beach","us","teardrop"
"64980",2002-07-20,"carrollton","us","teardrop"
"37733",2007-03-28,"cary","us","teardrop"
"3855",2007-10-21,"castile","us","teardrop"
"28555",1999-02-11,"castro valley","us","teardrop"
"65933",2001-07-23,"catalina island",NA,"teardrop"
"62549",2013-07-13,"cave creek","us","teardrop"
"5543",1999-10-28,"cedar rapids","us","teardrop"
"38769",2009-03-05,"cedar rapids","us","teardrop"
"19845",2002-12-13,"centreville","us","teardrop"
"22211",2002-12-23,"centreville","us","teardrop"
"83908",2011-09-18,"chandler","us","teardrop"
"19283",2002-12-01,"charleston (edisto island just s.of)","us","teardrop"
"14330",2005-11-25,"charlotte","us","teardrop"
"7472",2010-10-06,"chaska","us","teardrop"
"73785",1995-08-15,"chatsworth (fort mountain community)","us","teardrop"
"5982",2012-10-29,"chattanooga","us","teardrop"
"60846",1958-07-10,"cheektowaga","us","teardrop"
"68049",2008-08-01,"chesterfield",NA,"teardrop"
"59302",2011-06-30,"chicago","us","teardrop"
"77437",2002-08-26,"chicago","us","teardrop"
"82069",2009-09-12,"chicago","us","teardrop"
"85130",2012-09-02,"chicago","us","teardrop"
"14564",2009-11-26,"chicago (near)","us","teardrop"
"4412",1998-10-24,"chicago (o&#39hare airport)","us","teardrop"
"56140",2003-06-20,"chicago (over lake michigan)","us","teardrop"
"8081",2008-10-09,"chicago ridge","us","teardrop"
"28237",2003-01-09,"cibolo","us","teardrop"
"5514",2013-10-27,"cincinnati","us","teardrop"
"69358",2011-07-04,"cincinnati","us","teardrop"
"86856",2013-09-28,"clarksville","us","teardrop"
"64901",1996-07-20,"clear lake","us","teardrop"
"3964",2013-10-21,"cleveland","us","teardrop"
"69438",2012-07-04,"cleveland","us","teardrop"
"47227",2000-05-15,"cleveland (approaching)","us","teardrop"
"69910",2003-07-05,"clive","us","teardrop"
"44184",2008-04-29,"coconut creek","us","teardrop"
"56625",2006-06-02,"colorado springs","us","teardrop"
"358",2001-10-11,"columbia","us","teardrop"
"4300",2010-10-22,"columbia","us","teardrop"
"21925",2011-01-22,"columbus","us","teardrop"
"26734",2003-01-30,"columbus","us","teardrop"
"70356",2013-07-06,"columbus","us","teardrop"
"42407",2003-04-21,"concord","us","teardrop"
"26317",2012-01-28,"conestoga","us","teardrop"
"74083",2005-08-15,"constableville","us","teardrop"
"7924",2011-10-08,"conway","us","teardrop"
"11242",1999-11-17,"conway","us","teardrop"
"58606",1958-06-30,"conyers","us","teardrop"
"34381",2005-03-12,"coquitlam/vancouver (canada)",NA,"teardrop"
"85386",2008-09-22,"corvallis","us","teardrop"
"3936",2012-10-21,"court",NA,"teardrop"
"41636",2007-04-17,"coyote gulch (escalante river) (southern utah)",NA,"teardrop"
"44243",2014-04-29,"crescent city","us","teardrop"
"57679",2010-06-25,"dade city","us","teardrop"
"24893",2011-01-24,"dallas","us","teardrop"
"72263",2002-08-01,"dallas","us","teardrop"
"69152",2010-07-04,"danbury","us","teardrop"
"8641",2012-11-10,"dandridge","us","teardrop"
"44282",1998-04-30,"danville","us","teardrop"
"51484",2013-05-08,"dardenne prairie","us","teardrop"
"48070",2011-05-19,"darlington (uk/england)","gb","teardrop"
"84249",2009-09-19,"dartmouth",NA,"teardrop"
"8348",2008-01-10,"davie","us","teardrop"
"66980",2005-07-27,"davie","us","teardrop"
"75020",2012-08-18,"davis","us","teardrop"
"28858",2008-02-01,"daytona beach to tampa",NA,"teardrop"
"64193",2007-07-17,"deerfield","us","teardrop"
"68930",2008-07-04,"deltona","us","teardrop"
"20516",1998-12-16,"demotte (viewed from)","us","teardrop"
"49361",1998-05-26,"denver (downtown)","us","teardrop"
"33853",2002-03-11,"des moines","us","teardrop"
"34741",2012-03-13,"diamond bar","us","teardrop"
"27807",1997-01-07,"don&#39t know",NA,"teardrop"
"56342",1993-06-21,"dover","us","teardrop"
"4272",2007-10-23,"dundee (uk/scotland)","gb","teardrop"
"58007",2002-06-27,"dunn","us","teardrop"
"85824",2004-09-24,"dunstable (uk/england)","gb","teardrop"
"52846",1991-06-01,"dwarf","us","teardrop"
"69719",2013-07-04,"eagan","us","teardrop"
"59820",2006-06-05,"east bethel","us","teardrop"
"11743",2000-11-19,"east brunswick","us","teardrop"
"46198",1990-05-01,"east windsor",NA,"teardrop"
"44620",1999-04-04,"eastbourne (uk/england)","gb","teardrop"
"59659",2010-06-04,"easton","us","teardrop"
"8555",2005-11-10,"eastpointe","us","teardrop"
"62466",2008-07-13,"eden","us","teardrop"
"3931",2012-10-21,"edgewater","us","teardrop"
"80667",2009-08-09,"el dorado","us","teardrop"
"62792",2010-07-14,"el monte/monterey park (between)",NA,"teardrop"
"55916",2010-06-19,"el paso","us","teardrop"
"73346",2008-08-14,"el paso","us","teardrop"
"30576",1999-02-20,"elk grove","us","teardrop"
"86945",2002-09-29,"elk grove village","us","teardrop"
"83392",2007-09-16,"endicott","us","teardrop"
"67397",2013-07-28,"englewood","us","teardrop"
"81240",2009-09-11,"enumclaw","us","teardrop"
"55007",2009-06-15,"escondido","us","teardrop"
"16469",2003-11-05,"esperance (australia)","au","teardrop"
"72678",2005-08-12,"estacada","us","teardrop"
"12583",2013-01-01,"estero","us","teardrop"
"82510",2005-09-14,"estero","us","teardrop"
"39507",2006-03-09,"estonia",NA,"teardrop"
"26412",1998-12-09,"eureka (sighted from)","us","teardrop"
"5608",2005-10-28,"evarts","us","teardrop"
"4497",2007-10-23,"everett","us","teardrop"
"51009",2001-05-06,"everett","us","teardrop"
"39157",2007-03-07,"ewing","us","teardrop"
"8312",2006-01-10,"exeter (uk/england)","gb","teardrop"
"79372",2013-08-04,"fairhaven","us","teardrop"
"57850",2005-06-26,"fajardo (puerto rico)",NA,"teardrop"
"56934",2013-06-22,"fall river","us","teardrop"
"25283",2011-12-05,"fargo/valley city (between)",NA,"teardrop"
"81224",2008-09-11,"farmers branch/dallas",NA,"teardrop"
"88746",2011-09-08,"farmington","us","teardrop"
"79489",2005-08-05,"fayetteville","us","teardrop"
"54978",2007-06-15,"felton","us","teardrop"
"2231",2001-10-15,"findlay","us","teardrop"
"38165",2014-03-30,"flat rock","us","teardrop"
"3916",2011-10-21,"florence","us","teardrop"
"24844",2008-01-24,"florence","us","teardrop"
"4417",1999-10-23,"florien/hornbeck (between&#44 hwy 191)",NA,"teardrop"
"55143",2001-06-16,"folly beach","us","teardrop"
"64775",2012-07-19,"fontana","us","teardrop"
"25131",2005-12-05,"forest hills (queens)","us","teardrop"
"4694",2003-10-24,"fort smith","us","teardrop"
"79401",1967-08-05,"fort smith",NA,"teardrop"
"27838",2002-01-07,"fort washington","us","teardrop"
"72551",1999-08-12,"fort wayne (sw allen co.)",NA,"teardrop"
"54395",1979-06-15,"fort worth",NA,"teardrop"
"28880",2009-02-01,"frankfort","us","teardrop"
"29274",2011-02-13,"frankfort","us","teardrop"
"48765",2005-05-22,"franklin park","us","teardrop"
"66825",2010-07-26,"fraser","us","teardrop"
"25910",2009-01-27,"frazier park","us","teardrop"
"47637",2000-05-17,"fredericksburg","us","teardrop"
"25577",2008-12-06,"front royal","us","teardrop"
"57727",2012-06-25,"front royal","us","teardrop"
"36873",2000-03-23,"fullerton","us","teardrop"
"74701",2008-08-17,"gadsden","us","teardrop"
"22657",2013-12-24,"garden grove","us","teardrop"
"35232",2005-03-15,"garden grove","us","teardrop"
"76282",2012-08-02,"garland","us","teardrop"
"55937",2011-06-19,"gaspe (canada)","ca","teardrop"
"32930",2003-02-06,"geelong (vic&#44 australia)","au","teardrop"
"84414",2002-09-20,"genoa (italy)",NA,"teardrop"
"64941",2001-07-20,"glastonbury","us","teardrop"
"64954",2001-07-20,"glastonbury","us","teardrop"
"76612",2001-08-23,"glastonbury","us","teardrop"
"86508",2004-09-27,"glechien (canada)",NA,"teardrop"
"18563",2003-01-20,"glen mills","us","teardrop"
"36051",2011-03-19,"glen st. mary",NA,"teardrop"
"87739",2004-09-04,"glendale","us","teardrop"
"54184",1967-06-15,"glens falls","us","teardrop"
"17804",2004-01-18,"glocester",NA,"teardrop"
"79615",2012-08-05,"goderich (canada)","ca","teardrop"
"44336",2006-04-30,"gold coast (australia)","au","teardrop"
"50443",2008-05-03,"golden","us","teardrop"
"76816",1982-08-24,"golden lake (canada)","ca","teardrop"
"30195",2012-02-17,"golden valley","us","teardrop"
"31947",2011-02-26,"gonzales","us","teardrop"
"88940",2006-09-09,"good spring","us","teardrop"
"75060",2012-08-18,"grand marais","us","teardrop"
"59307",2011-06-30,"grand rapids","us","teardrop"
"67596",2012-07-29,"granite falls","us","teardrop"
"47729",2010-05-17,"grant","us","teardrop"
"61215",2001-07-11,"grants pass","us","teardrop"
"45781",1999-05-10,"grantsville&#44 w.v.",NA,"teardrop"
"65769",2007-07-22,"great falls","us","teardrop"
"77760",2009-08-27,"green bay","us","teardrop"
"43418",2006-04-25,"green river","us","teardrop"
"15873",2014-01-13,"greensboro","us","teardrop"
"27383",2014-01-04,"greensboro","us","teardrop"
"53791",2011-06-13,"greensboro","us","teardrop"
"36753",2007-03-22,"griffin","us","teardrop"
"65222",2001-07-21,"groton","us","teardrop"
"74948",2007-08-18,"guilford","us","teardrop"
"39207",2012-03-07,"hagarville","us","teardrop"
"67098",2012-07-27,"hagerstown","us","teardrop"
"36705",2002-03-22,"hamilton (canada)","ca","teardrop"
"8946",2013-11-11,"hamilton-wenham",NA,"teardrop"
"68410",2011-07-03,"hanover township",NA,"teardrop"
"48305",2009-05-20,"harpersfield","us","teardrop"
"41628",2006-04-17,"hartford","us","teardrop"
"77123",1995-08-25,"haslemere (uk/england)","gb","teardrop"
"84802",2009-09-22,"havant (uk/england)","gb","teardrop"
"31542",2000-02-24,"hebden bridge (uk/england)","gb","teardrop"
"58101",2011-06-27,"heby (sweden)",NA,"teardrop"
"69262",2010-07-04,"hellertown","us","teardrop"
"32904",1999-02-06,"henderson","us","teardrop"
"39145",2005-03-07,"hernando (the outskirts)","us","teardrop"
"75337",2011-08-19,"hialeah","us","teardrop"
"65615",2012-07-02,"high ridge","us","teardrop"
"73663",1982-08-15,"highland heights","us","teardrop"
"78743",2008-08-31,"hightstown","us","teardrop"
"24899",2011-12-04,"hite river (canada)",NA,"teardrop"
"79548",2008-08-05,"hobbs","us","teardrop"
"55690",2011-06-18,"hockley","us","teardrop"
"50166",2010-05-30,"holland","us","teardrop"
"46262",1999-05-01,"hollywood (at the i-95 overpass @ hollywood blvd.)","us","teardrop"
